edition_id;edition_label;edition_description
Q54825623;;
Q20949972;Treatise of Algebra;
Q54825663;;
Q54825856;Spock Must Die!;
Q54825188;;
Q21168559;;
Q54825796;;
Q54825802;;
Q15054615;General Dynamics F-16 Fighting Falcon;
Q54821058;;
Q54826110;;
Q54825770;Pathways;
Q54825536;;
Q41799597;Buddenbrooks-Handbuch (1988 Alfred Kröner ed.);
Q54820993;;
Q54826152;The Galactic Whirlpool;
Q32904797;;
Q54825918;;
Q54825660;Zero Sum Game;
Q7083917;Old English Bible translations;
Q19759147;;
Q22814747;The Voyage of Governor Phillip to Botany Bay;
Q54825576;;
Q54825401;;
Q3723580;Elminster: la nascita di un mago (2000);
Q15058267;The Complete Encyclopedia of Flight 1848-1939, Chartwell Edition;
Q54824951;The Siege;
Q15255929;Dictionnaire des parlementaires français (2d volume;
Q54740922;Report of the Second Norwegian Arctic Expedition in the "Fram," 1898-1902 (volume 4);
Q54435797;Master the GRE;
Q54825853;;
Q42535611;Heart of Darkness;
Q19189722;La Sonate à Kreutzer;
Q54825120;Rogue;
Q27877228;A Handbook of Dates (New ed.);
Q33514784;;
Q54821152;;
Q54825103;The Patrian Transgression;
Q54825364;Trek to Madworld;
Q22677968;Au coeur de l'Antarctique;
Q54820974;Rough Beasts of Empire;
Q19409861;Burke's Landed Gentry of Ireland (3rd Ed.);
Q47482026;Al-Maflooz;
Q33515130;;
Q40761477;;
Q17417565;The Concept of Nature in Marx (Spanish edition, 1976);
Q54821844;The Fearful Summons;
Q33514995;;
Q21191028;;
Q41639817;Allgemeines Lexikon der bildenden Künstler des XX. Jahrhunderts vol. 4;
Q14272087;;
Q25569721;Buhez ar Sent;
Q19868467;Introductory Lectures and Addresses, on Medical Subjects;
Q33514750;;
Q33515160;;
Q54824952;;
Q23023863;;
Q15893793;Pomněnky z hrobu nejstaršího Čecha;
Q28147060;;
Q33515074;;
Q200;2;
Q48324805;;
Q19100459;The Swiss Family Robinson;
Q23063805;;
Q54820952;Arcade;
Q35171325;;
Q54825288;Restoration;
Q33514968;;
Q54825771;Pathways;
Q54825999;Triangle;
Q15894334;Travels in Esperanto-Land (3rd edition);
Q54825514;;
Q23661680;La coscienza di Zeno;
Q52557360;Fulmoni o karunar bibaran;
Q21191022;Commedia (1858, Buti);
Q23016783;;
Q27531714;;
Q19102516;The Witness for the Defence;
Q54825287;Restoration;
Q3237327;Lex Mahumet pseudoprophete;
Q54825905;Star Trek II: Biographies;
Q54825589;;
Q19094747;The Natural History of Chocolate;
Q26265318;Quvonchbek's Happiness;
Q15220473;Der Herr Präsident;
Q20858740;;
Q50271814;Principles of Political Economy;
Q54825492;Cold Wars;
Q54825247;;
Q54825367;;
Q15854278;The Wind in the Willows;
Q42631302;Maria Edgeworth;
Q23308118;The Nether World;
Q54825001;;
Q33514764;;
Q54825134;;
Q54825825;;
Q54826097;;
Q18669674;;
Q18668675;;
Q19178937;L’Enfer (1867, Rivarol);
Q54826080;;
Q43197841;The Kingdom of God Is Within You;
Q54826035;;
Q18669752;;
Q54825642;After the Fall;
Q54820968;;
Q54821150;;
Q54821006;;
Q47086396;Tractatus Logico-Philosophicus;
Q19022399;Health and Beauty (1864 edition);
Q20872444;;
Q12345508;Barbaraj prozaĵoj;
Q21163096;;
Q54825406;;
Q47014961;The Enormous Room;
Q54825252;;
Q15813386;Cheops (German edition);
Q54825780;Sword of Damocles;
Q54825687;;
Q54824939;;
Q20901632;Убежище. Дневник в письмах;
Q54825887;Star Trek: First Contact;
Q54825214;Traitor Winds;
Q44272786;Un Cheval dans la salle de bains;
Q3226658;;
Q54824999;The Peacekeepers;
Q22708739;;
Q24036344;The Idiot;
Q43583158;;
Q15718218;;
Q24042732;;
Q54824997;The Escape;
Q28137286;;
Q55192903;Quantum Computation and Quantum Information;
Q54821363;Immortal Coil;
Q54825860;;
Q51515145;The origin of species by means of natural selection : or, The preservation of favored races in the struggle for life;
Q54825404;No Limits;
Q54824949;;
Q19072843;Tacitus, The Histories;
Q50327303;Směšné lásky;
Q30561005;Ha'Yotsiem;
Q55743841;The Odyssey of Homer;
Q33514690;;
Q40973991;Genera Plantarum (1st edition);
Q21503749;Encyclopédie Internationale Des Pseudonymes;
Q54166669;Der satanarchäolügenialkohöllische Wunschpunsch, 1st edition;
Q54824922;The Wounded Sky;
Q14944007;Treasure Island (1883, Cassell & Company);
Q14271884;;
Q54028237;Vedute delle ville e d'altri luoghi della Toscana, 1754 edition;
Q51515164;The origin of species by means of natural selection  or, The preservation of favoured races in the struggle for life;
Q54825759;;
Q54825356;;
Q55566923;The Upstarts: How Uber, Airbnb, and the Killer Companies of the New Silicon Valley Are Changing the World (translation Ukrainian Nash Format 2018);
Q55044959;Glossary of Mineral Species 1983;
Q25991133;Buez ar Zent;
Q51851867;The Wikipedia Revolution: how a bunch of nobodies created the world's greatest encyclopedia;
Q20569051;;
Q54825019;Orions Hounds;
Q44054442;Język międzynarodowy;
Q47472216;A Reader's Guide to Nabokov's "Lolita" (2009 Academic Studies Press ed.);
Q54825624;The Vulcan Academy Murders;
Q20204512;;
Q33514715;;
Q41639807;Allgemeines Lexikon der bildenden Künstler des XX. Jahrhunderts vol. 2;
Q21977556;La Doctrine du fascisme (1938);
Q43685172;;
Q50331386;Katran;
Q54825493;;
Q54820948;Antimatter;
Q21191014;Divina Commedia;
Q54825710;;
Q20204431;Thoughts on the Education of Daughters;
Q54821505;;
Q46997696;Pollyanna;
Q22911623;;
Q54824601;;
Q50326890;Die unerträgliche Leichtigkeit des Seins;
Q54825378;;
Q54825190;Double or Nothing;
Q16335729;Caravaggio Studies (1974 edition);
Q33514973;;
Q19211174;Les grans et merueilleux faictz du ſeigneur Nemo;
Q54825593;;
Q19020726;Ulysses;
Q55686451;Fenn's Chinese-English Pocket Dictionary (1942);
Q54825080;;
Q52341209;;
Q15978833;Ritratto delle più nobili et famose città d'Italia (Venice, 1575);
Q21022056;Le Château des Carpathes;
Q53045705;The Road to Oxiana;
Q54825423;Behind Enemy Lines;
Q20078571;Oxford Classical Dictionary (3rd rev. ed.);
Q54435760;Master the GRE;
Q54825200;Dark Mirror;
Q33514496;;
Q26978775;Homérova Batrachomyomachie čili Žab a Myší vojna;
Q18508313;Wróżby kumaka;
Q54825755;;
Q54821445;What Judgments Come;
Q55045731;Glossary of Mineral Species 2 ed.;
Q47004237;Křižáci;
Q48418380;;
Q2305113;The Diary of Anne Frank;
Q28939623;Encyclopedia of Needlework;
Q33514945;;
Q33514779;;
Q54435827;Master the GRE;
Q54825243;;
Q54825031;;
Q20968084;A Historical and Descriptive Narrative of twenty years' residence in South America;
Q54435770;Master the GRE;
Q54825216;;
Q20727862;The Real Book;
Q54821181;Dreadnought!;
Q51515175;The origin of species (World's Popular Classics edition);
Q54821498;;
Q54821008;;
Q29562896;;
Q37620908;;
Q16604365;Notes by an Oxford Chiel;
Q54825195;;
Q54825870;In Tempest's Wake;
Q22677359;;
Q43999759;Notes on the State of Virginia (1802);
Q19077710;The Alchemy of Happiness;
Q44022250;The Whirlpool;
Q54825986;;
Q15043316;Nobel Prize Women in Science;
Q51138956;The Daśarūpa;
Q24073728;О происхождении видов (1864);
Q18118075;La guerra nelle montagne;
Q50621363;Illustrations of Medical Botany;
Q47132947;;
Q54825547;;
Q19601919;Chronology 3 (first edition);
Q24704731;Nineteen Eighty-Four (first edition);
Q19183108;La Divine Comédie;
Q54825371;Ghost of a Chance;
Q54087754;Dizionario mitologico, 1755-1758 Italian edition;
Q54825936;Star Trek VI: The Undiscovered Country;
Q54825391;;
Q32860458;;
Q54820963;Trill – Bajor;
Q18086921;;
Q33080650;La Regenta;
Q20895922;Alan Turing (Unwin paperbacks 1985);
Q23010100;;
Q54825748;;
Q54826124;;
Q32998733;;
Q32631704;The Elements of Euclid, viz. the first sixs books, together with eleventh and twelfh;
Q15123549;Ensayos de crítica histórica y literaria;
Q43636293;Martyred Armenia;
Q54821518;;
Q15633767;Tratado de Algebra Elementar (9th edition);
Q17042416;;
Q54821153;;
Q54821012;Daedalus;
Q21485125;A history of chess : the original 1913 edition;
Q47272146;;
Q54825117;The IDIC Epidemic;
Q19731358;Le avventure d'Alice nel paese delle meraviglie;
Q33515061;;
Q131175;Vulgate;
Q54824970;;
Q19595211;Chronology 2 (first edition);
Q54825072;;
Q27073720;A Summer Night;
Q54825943;Stone and Anvil;
Q44475878;;
Q54820946;;
Q54825128;;
Q54825402;Planet Of Judgment;
Q19452431;;
Q29106964;The Autobiography of Benjamin Franklin;
Q54825577;;
Q19036521;Al-Nawawi's Forty Hadith;
Q24089556;;
Q54825121;;
Q43535374;;
Q54825067;;
Q54821016;Warped;
Q48722106;;
Q55589803;Little Daffydowndilly, and other stories;
Q22815140;;
Q22811300;Chambers Biographical Dictionary (1990 edition);
Q15627513;;
Q33515029;;
Q54826083;;
Q54825996;;
Q50327703;Osudy dobrého vojáka Švejka za světové války. I-IV;
Q54824885;;
Q43397209;;
Q54825534;Kobayashi Maru;
Q21175828;;
Q12347229;;
Q19524132;;
Q54822048;;
Q15692204;Ehrenwerter Herr (German edition, 1996);
Q55046581;Glossary of Mineral Species 1991;
Q54825143;Enterprise: The First Adventure;
Q54824864;;
Q33514769;;
Q54825782;;
Q54825641;After the Fall;
Q18670082;;
Q5036375;Capstone Publishers;
Q52339123;;
Q54826051;Beneath the Raptor's Wing;
Q54825704;Full Circle;
Q54864423;An illustrated flora of the Pacific States (vol. 2);
Q46818241;Tödliche Psychopharmaka und organisiertes Leugen;
Q29045174;Historia y evolución de la prensa toledana (1833-1939);
Q54825264;;
Q54825180;Mystery of the Missing Crew;
Q21112694;;
Q15748742;;
Q19040653;An Episode Under the Terror;
Q54825434;Her Klingon Soul;
Q51543972;Jibananda Dasher Shrestha Kabita;
Q47507736;The Three Musketeers (2007 Penguin ed.);
Q54825928;Star Trek Into Darkness;
Q54825566;Silent Weapons;
Q54825269;;
Q54825063;;
Q19558994;Gray's Anatomy (20th edition);
Q27429993;Baudenkmale in Niedersachsen / Landkreis Soltau-Fallingbostel (2001);
Q46920589;Logika hrou;
Q54825283;;
Q54824593;;
Q16038921;The Histories;
Q51270129;;
Q25333094;;
Q24265032;;
Q54824753;Rogue Saucer;
Q21237958;Composition: Understanding Line, Notan and Color;
Q41698123;Lange's Handbook of chemistry, 13th edition;
Q54825468;;
Q44000023;Notes on the State of Virginia (1853);
Q54820893;;
Q17300349;Die Midaq-Gasse (German edition, 1985);
Q54822034;;
Q54824936;Atlantis Station;
Q28471485;Tschick;
Q23041528;;
Q26475518;Captain of the Earth;
Q54825336;;
Q54093971;Dictionnaire de mythologie, 1745 edition;
Q54824985;Prime Directive;
Q16935495;Elminster: La Jeunesse d'un mage;
Q54825470;;
Q14944015;Treasure Island, 1909 annotated edition;
Q50327147;Wedge: from Pearl Harbor to 9/11: how the secret war between the FBI and CIA has endangered national security;
Q22809961;;
Q41529281;The conditions of agricultural growth;
Q15651526;Architektur in Bonn nach 1945;
Q54821839;;
Q23017540;;
Q54825611;;
Q15803181;La nature des lois physiques;
Q19850580;;
Q18583603;The Life of Captain Matthew Flinders, R.N.;
Q21928852;Caramuru (1. ed.);
Q54825866;;
Q17398633;Беларуская энцыклапедыя: У 18 т. Т. 10: Малайзія — Мугаджары;
Q19216395;;
Q54821044;Spectre;
Q54825307;Fire with Fire;
Q54825204;;
Q54820938;;
Q54825556;;
Q19523683;Bible česká;
Q54822047;;
Q54821746;The Rise and Fall of Khan Noonien Singh, Volume 2;
Q17497146;Oświata i szkolnictwo polskie na ziemiach północno-wschodnich II Rzeczypospolitej i współczesnej Białorusi 1939-2001;
Q18746318;A Lifetime in Academia (1st ed.);
Q22712101;;
Q29167245;Bayesian Data Analysis, Third Edition;
Q22295333;Okkultsymbolik und Machtpolitik (first edition);
Q29425924;;
Q54825692;Strike Zone;
Q54821021;;
Q14931204;Die natürlichen Pflanzenfamilien, 1st edition;
Q19109710;Flatland;
Q15732482;Mao: A Life;
Q54825002;;
Q54826077;;
Q54826082;;
Q30106663;Der Mann ohne Eigenschaften (2014 Rowohlt ed.);
Q54824987;;
Q19000362;Indian Home Rule;
Q42088709;The World's Navies:  An illustrated review of the navies of the world;
Q54825440;;
Q33515080;;
Q33515125;;
Q15732952;Lupo, hundoj kaj homoj;
Q23017333;;
Q54821849;;
Q54825597;;
Q51515163;The origin of species by means of natural selection  or, The preservation of favored races in the struggle for life;
Q21425052;;
Q11145141;Leskovec-Dresden Bible;
Q54825271;;
Q18603051;20 Liebesgedichte und ein Lied der Verzweiflung : spanisch-deutsch / Pablo Neruda. Dt. von Fritz Vogelgsang;
Q23017048;;
Q15126108;;
Q24207791;;
Q20966581;Exposition du système du monde;
Q54435785;Master the GRE;
Q22215864;;
Q18086917;Cinematographo;
Q54825035;Renegade;
Q27788717;Introduction to the Hong Kong Basic Law (1st edition);
Q54435739;Master the GRE;
Q54825426;The Abode of Life;
Q19799230;The True Benjamin Franklin;
Q54116707;;
Q43795187;;
Q15058149;Official Rules of Card Games, 78th Edition;
Q15065835;A Quick & Dirty Guide to War (4th edition);
Q23978344;;
Q54820987;;
Q54825874;;
Q54821031;;
Q19101235;The True Benjamin Franklin;
Q18609692;Notices sur les rues de Rennes;
Q54821751;The Rise and Fall of Khan Noonien Singh, Volume 2;
Q22829096;Reizen van Cornelis de Bruyn;
Q42511388;La Conquête du Pain;
Q23831534;;
Q54825578;Masks;
Q52340659;;
Q54825428;;
Q15621375;Энцыклапедыя беларускай папулярнай музыкі;
Q28137306;;
Q54825319;;
Q15890076;Introduction à l'Anthropologie de Kant;
Q54435793;Master the GRE;
Q15104557;Tonträgerverzeichnis der DDR-Features (2nd edition);
Q54820945;;
Q21190991;Božská komedie: Peklo;
Q54826019;;
Q54825540;;
Q33514958;;
Q54824984;Prime Directive;
Q54826037;Tower Of Babel;
Q28137282;;
Q19194856;;
Q17419071;Le vite de' pittori, scultori e architetti moderni (1976);
Q19358355;Billy Wilder (first edition);
Q16686023;Avventure di Robinson Crusoe;
Q54820940;Cardassia – Andor;
Q54824513;;
Q17042864;;
Q54825491;Cold Wars;
Q49611178;L’Ingénieux Hidalgo Don Quichotte de la Manche;
Q28347710;Dongdu Shilüe (Siku Quanshu);
Q52931286;One Woman's War: Da (Mother);
Q24568924;The Time of Their Lives (Hardcover);
Q18707176;La Città del Sole (1863);
Q54825709;;
Q54825412;;
Q54825994;;
Q53342573;;
Q22261625;;
Q19092354;Last Poems;
Q54825919;Star Trek III: The Search for Spock;
Q9170712;;
Q15621188;;
Q54825930;;
Q54825655;;
Q54825292;Fearful Symmetry;
Q54825432;I, Q;
Q50659471;;
Q54826056;;
Q20036830;;
Q19977104;;
Q54820957;Broken Bow;
Q33019051;Bayesian Data Analysis, Second Edition;
Q54825442;Into the Nebula;
Q18676891;Classic of History (Legge);
Q33120877;;
Q51170767;Εγχειρίδιον;
Q41774993;;
Q51170447;Manuel d’Épictète;
Q54825376;Faces of Fire;
Q19218802;;
Q19022854;Paradise Lost (1667);
Q54826127;;
Q17523638;;
Q54825386;;
Q15528672;The Cold War: A New History (1 ed.);
Q54821060;The Light Fantastic;
Q23048162;12 Years a Slave;
Q25713842;Stories About Sherlock Holmes;
Q11910252;;
Q51886161;The Story of Doctor Dolittle (1st edition);
Q54825560;;
Q54825737;;
Q50327404;La vie est ailleurs;
Q54820991;Corona;
Q54821004;Demons of Air and Darkness;
Q54825552;Warpath;
Q30264111;;
Q54825817;;
Q54820894;Survivors;
Q476495;Wenceslas Bible;
Q22969526;High Performance MySQL;
Q54821432;;
Q1478570;;
Q23296098;Travels with a Donkey in the Cevennes;
Q19099242;The Six Books of Proclus, the Platonic Successor, on the Theology of Plato;
Q54825644;;
Q54824516;Ghost Walker;
Q21275081;;
Q54825037;;
Q38229115;Golem;
Q54826107;;
Q51515146;Origin of species by means of natural selection, or the preservation of favored races in the struggle for life;
Q54825166;;
Q29868609;History of Alabama and Dictionary of Alabama Biography, Volume I;
Q54825306;;
Q22344563;;
Q2001456;;
Q29372133;Hitler's Luftwaffe;
Q199;1;
Q33514799;;
Q15220486;El Señor Presidente (critical edition);
Q50546581;;
Q22704019;Florence Shahname;
Q33514492;;
Q35166081;Im Kkokjong;
Q54844633;John Jacob Abel, M.D. (1957 book);
Q15882244;My Life in China and America (1 ed.);
Q47997170;A Vindication of the Rights of Woman : with Strictures on Political and Moral Subjects;
Q47883393;;
Q21163272;Commentaries on the Gallic War;
Q19036258;Pietro of Abano;
Q50326783;The Unbearable Lightness of Being;
Q54825690;Strike Zone;
Q15818404;The Europeans;
Q54820983;;
Q54826076;;
Q54825926;;
Q54825949;Captain's Peril;
Q50792560;;
Q54826032;Do Comets Dream?;
Q22938988;;
Q54825160;;
Q54825165;Final Frontier;
Q54821154;By the Book;
Q54824972;;
Q54826055;Vendetta;
Q53636135;Natural and Political Observations Made upon the Bills of Mortality (1899);
Q24036022;The Cambridge History of American Literature;
Q54825311;;
Q54826005;The 34th Rule;
Q19414318;Who's Who in Music (2nd edition);
Q24557565;La Sonate à Kreutzer;
Q54824512;The Garden;
Q40975586;Genera Plantarum (5th edition);
Q54825409;;
Q54825020;;
Q54825133;;
Q28940886;Samplers and Stitches;
Q54826029;Windows On A Lost World;
Q43397213;;
Q54825680;Perry's Planet;
Q54826151;;
Q54821406;Last Full Measure;
Q54825258;A Singular Destiny;
Q33515019;;
Q21175821;;
Q42425837;A Blighted Life;
Q20719615;American Political Scientists (2nd ed.);
Q33013461;The Yeshiva;
Q54825497;;
Q54826116;The Price Of The Phoenix;
Q15634564;Le avventure di Pinocchio (R. Bemporad & figlio 1902);
Q15818082;Code: Version 2.0;
Q23012308;;
Q54825070;The Return;
Q51515137;Origin of species;
Q15717443;Amtliches Ortsverzeichnis für Bayern (1973);
Q54825462;;
Q54825357;;
Q19037977;American Medical Biographies;
Q54820937;A Choice of Futures;
Q43555574;Life 3.0: Being Human in the Age of Artificial Intelligence;
Q18676921;Œuvre de Tchoang-tzeu;
Q54825008;;
Q24068343;;
Q26252454;;
Q54826090;Possession;
Q54825029;;
Q54825167;;
Q54826069;;
Q33515054;;
Q19097851;The Return of Sherlock Holmes;
Q5452946;First Edition;
Q19799223;The True Benjamin Franklin;
Q33515184;;
Q20220058;In God's Acre (1st Edition);
Q54825895;;
Q54825220;Star Trek Log 9;
Q54825925;;
Q54821506;;
Q47919175;Bouře;
Q15717656;Amtliches Ortsverzeichnis für Bayern (1964);
Q19131678;Aline;
Q17379514;Emperor Huizong;
Q15221220;;
Q54821450;;
Q15151346;Der parteiliche Journalist (1st edition);
Q54826002;;
Q54825330;;
Q54860482;;
Q21032589;Encyclopedia of Modern Christian Politics (2006 ed.);
Q26213385;;
Q54825632;Mosaic;
Q55657271;The Waste Land;
Q20150339;Bible (Wikisource translation, Dutch);
Q21916834;An Introduction to the Rock-Forming Minerals (2013);
Q54825023;Imbalance;
Q54822058;My Enemy, My Ally;
Q54824862;The Way of the Warrior;
Q26247964;;
Q45085903;King Solomon's Mines;
Q19106639;Tom Brown's School Days, 6th ed;
Q33514939;;
Q10873355;Who's Who in China, 3rd edition;
Q54825079;The Starship Trap;
Q51707157;Roadside Picnic / Tale of the Troika (Best of Soviet Science Fiction);
Q54825991;;
Q54825359;;
Q55380479;The Gardeners Dictionary. (4th edition);
Q19764286;Eutifrone;
Q54825605;;
Q17379563;The Concept of Nature in Marx (German edition, 1993);
Q21153117;;
Q15894336;Travels in Esperanto-Land (2nd edition);
Q54824954;The Persistence of Memory;
Q20760310;;
Q54825688;Debtors' Planet;
Q38914702;One century Cypriot football  (1st edition);
Q54825811;Spartacus;
Q54824757;;
Q54824886;The Crimson Shadow;
Q54825379;Ghost Ship;
Q29440935;Twentieth-Century Artillery;
Q22703999;;
Q26157440;;
Q54826100;How Much For Just The Planet?;
Q54825549;Warchild;
Q22442664;Hunger;
Q54825700;;
Q54825768;;
Q54825279;;
Q54825136;Crossover;
Q54821069;;
Q54826142;;
Q24063360;;
Q15058299;The Hunt for Red October, Berkley Edition;
Q29868611;History of Alabama and Dictionary of Alabama Biography, Volume III;
Q54825746;;
Q55731449;;
Q54825625;;
Q54821532;;
Q22679574;;
Q54820950;;
Q15297041;Kreuze in Karelien;
Q54825862;;
Q47884744;Naturalis historia;
Q21190966;Göttliche Komödie (1876, Streckfuß);
Q46718002;Kouzlo intuice;
Q47988300;Jean-Christophe;
Q47005606;Doktor Moreaus Ø;
Q34615322;Faith;
Q33514124;;
Q50320043;Žert;
Q27625071;Orbis pictus v řeči české a německé;
Q51430272;The origin of species by means of natural selection : or The preservation of favored races in the struggle for life;
Q54826066;;
Q54824545;;
Q54825408;;
Q54824867;;
Q54825712;;
Q19126932;Commedia (1866, Lana);
Q23661678;La coscienza di Zeno;
Q39573052;English as a Global Language, second edition;
Q54825419;Star Trek Log 8;
Q54825272;;
Q54825609;Mutiny on the Enterprise;
Q18086920;;
Q54824770;Devil World;
Q54824514;Armageddon Sky;
Q51430324;On the origin of species by means of natural selection, or, The preservation of favoured races in the struggle for life;
Q23296854;;
Q18384872;Geometria Diferencial de Curvas e Superfícies;
Q20160685;;
Q54825946;Stone and Anvil;
Q19548406;;
Q15053523;Military Aircraft Insignia of the World;
Q54825923;Star Trek IV: The Voyage Home;
Q20970126;La Vampire;
Q54825010;The Joy Machine;
Q54825661;;
Q55450010;Knížka o lidském stínu;
Q20720825;Persuasion;
Q28940780;Encyclopédie des ouvrages des dames;
Q22670878;The Elements of Statistical Learning;
Q54435749;Master the GRE;
Q15822873;Se deg ikke tilbake (1996 ed.);
Q14943998;Die Schatzinsel, 1897 German edition;
Q54821038;;
Q6457532;LDS edition of the Bible;
Q33514700;;
Q54825762;;
Q54825745;Red Sector;
Q50328854;Božská komedie: Ráj;
Q43290287;;
Q19817058;The Canal System of England;
Q54825455;;
Q33514661;;
Q54826030;;
Q54824948;Doctor's Orders;
Q10397145;Church Bible of 1917;
Q54826061;;
Q22810283;;
Q19849013;Tirant lo Blanch (original edition);
Q54826131;;
Q54825541;Contamination;
Q5959450;Baysonghor Shahnameh;
Q15260927;Beate und Mareile (1st edition);
Q21191076;;
Q54825808;;
Q15633247;Caravaggio's Rome 1600-1630 (English edition);
Q20950833;Nicolaus Coppernicus aus Thorn über die Kreisbewegungen der Weltkörper;
Q18640554;lezioni di analisi matematica, 3rd edition;
Q50795657;;
Q43396354;俠隱記;
Q33514115;;
Q28137320;;
Q54825931;Star Trek V: Am Rande des Universums;
Q54825960;;
Q54825259;;
Q54825335;Gods of Night;
Q48333165;The Hunchback of Notre-Dame;
Q54820926;Descent;
Q54825538;;
Q54821023;;
Q28137283;;
Q54825689;;
Q20966584;Exposition du système du monde;
Q21764615;;
Q54825567;;
Q54825009;;
Q37872605;Filocolo;
Q47088679;La République;
Q14943162;The Time Machine (Holt text);
Q20165852;Bible (Tomislav Dretar);
Q54825299;;
Q19233002;Sous la neige;
Q54825384;;
Q42671292;;
Q17484903;;
Q42532129;Germinal;
Q54825701;Doomsday World;
Q19039961;Histories (Godley translation);
Q16270878;Frühstück bei Tiffany (German edition, 1962);
Q41639217;Allgemeines Lexikon der bildenden Künstler des XX. Jahrhunderts vol. 1;
Q42313282;Emily Brontë;
Q54821057;;
Q54824956;;
Q26237390;;
Q54820954;Assignment: Eternity;
Q19826579;Amos Richardson of Boston and Stonington (2nd edition);
Q23769222;;
Q54824782;;
Q50944298;Les animaux fantastiques;
Q54825317;;
Q41639821;Allgemeines Lexikon der bildenden Künstler des XX. Jahrhunderts vol. 5;
Q54821399;;
Q21528373;A checklist of painters c.1200-1976;
Q15055890;Encyclopedia of German Tanks of World War Two, Revised Edition;
Q54820906;;
Q18086928;;
Q17414338;Między nadzieją a niepokojem. Działalność społeczno-kulturalna i polityczna Polaków na wschodniej Białorusi w latach 1905-1918;
Q17042851;;
Q24718099;Kadambari;
Q54825750;;
Q54825141;;
Q20150112;Bible (Wikisource translation, Bengali);
Q55220965;The Concise Oxford Dictionary of Art Terms;
Q54825361;Trek to Madworld;
Q54825064;;
Q55417546;Macmillan Dictionary of Microcomputing;
Q54825557;;
Q54820961;;
Q181911;;
Q54824947;;
Q54825435;;
Q21522565;;
Q18340765;;
Q54825021;;
Q54825137;;
Q54821030;;
Q54825028;Station Rage;
Q33515005;;
Q29177032;;
Q54826053;Unworthy;
Q5797140;Great Mongol Shahnameh;
Q54826071;Missing in Action;
Q19366550;Ludwig der Deutsche (1st edition);
Q54825944;Stone and Anvil;
Q19164887;Dictionnaire portatif de mythologie, 1765 edition;
Q24008157;A Biographical Sketch-book of Early Hong Kong;
Q54821742;;
Q54821080;;
Q33514696;;
Q28163827;Eminent Victorians;
Q54824927;;
Q54825337;;
Q19224022;;
Q39573105;English as a Global Language, first edition;
Q54821148;;
Q54821451;;
Q54821025;;
Q54825698;Death's Angel;
Q54824977;;
Q54825219;;
Q54825093;;
Q54825784;;
Q14783414;Léonce de Bretonne, ''Les sénateurs du consulat et de l'empire'', 1974;
Q54825159;Q-Space;
Q19192071;;
Q54821501;;
Q20895887;Eminent Victorians (Penguin 1986 edition);
Q54825201;;
Q54810512;Death's End;
Q21112538;The Loser;
Q54821166;;
Q51480932;Chander Pahar;
Q41556361;;
Q54826001;;
Q19239790;;
Q19434650;;
Q54825743;Rosetta;
Q23016406;;
Q9170718;;
Q54825863;;
Q54825161;The Long Night;
Q15286356;The public and the private in the age of Vermeer;
Q54821816;Caretaker;
Q41409113;Cinema and Its Discontents (2016 McFarland ed.);
Q54825454;;
Q54821701;The Rise and Fall of Khan Noonien Singh, Volume 1;
Q28530465;;
Q19697833;Through the Earth;
Q16384839;The Holy Quran: Arabic Text and English translation;
Q54825649;;
Q40974652;Genera Plantarum (2nd edition);
Q51515157;The origin of species by means of natural selection, or, The preservation of favored races in the struggle for life;
Q33514684;;
Q54825087;;
Q16078000;Dictionnaire abrégé touareg-français de noms propres;
Q54826058;A Fury Scorned;
Q51421281;The book of grasses  an illustrated guide to the common grasses, and the most common of the rushes and sedges;
Q19756313;;
Q42081035;Rand McNally Encyclopedia of Military Aircraft 1914 to the Present;
Q54825510;;
Q18247487;;
Q19086853;The Federalist, 1898 edition;
Q19235612;;
Q54825397;;
Q24030872;Mathematical Puzzles and Diversions;
Q54825793;Rising Son;
Q54435802;Master the GRE;
Q54824522;Guises of the Mind;
Q54762338;;
Q28137313;;
Q55687372;The Modern Reader's Japanese-English Character Dictionary (1974);
Q54821756;The Rise and Fall of Khan Noonien Singh, Volume 2;
Q47258793;;
Q50323264;Yo que he servido al rey de Inglaterra;
Q54826144;;
Q20872999;Mexico, as it was and as it is;
Q55645167;A-Hunting of the Deer, and other essays;
Q54825865;Spocks World;
Q41526857;La Case de l’oncle Tom;
Q47293889;;
Q14528610;;
Q54826088;;
Q54825511;Best Destiny;
Q20951088;De revolutionibus orbium coelestium;
Q23017592;;
Q22676664;;
Q54825005;;
Q54821133;The Fate Of The Phoenix;
Q47259186;;
Q28123314;Parménide;
Q54821488;;
Q53748157;;
Q18746265;;
Q22122600;Le Temps de l'Afrique;
Q28137292;Эвтифрон;
Q54821395;;
Q54435743;Master the GRE;
Q54825703;;
Q54821051;;
Q54825071;;
Q54825809;;
Q21403349;The Classified Encyclopedia of Chess Variants (2nd Edition);
Q18908086;;
Q23653082;Orbis Sensualium Pictus;
Q29241254;;
Q18819332;Conan the Conqueror;
Q54824540;Proud Helios;
Q20897932;Twilight World (London 1963 edition);
Q22893794;;
Q55314590;Cizinka;
Q17497138;Polskie odrodzenie na Białorusi 1988-2005;
Q42467299;;
Q33514709;;
Q54825101;The Search;
Q54435791;Master the GRE;
Q54825697;;
Q54825819;Spock, Messiah!;
Q28137290;;
Q54825618;;
Q28936964;Walden  or, Life in the Woods;
Q54821020;;
Q6517916;Legends II;
